恩平市,209
鹤山市,209
开平市,209
台山市,209
江门,209
廉江市,210
雷州市,210
遂溪县,210
吴川市,210
徐闻县,210
湛江,210
电白县,211
高州市,211
化州市,211
信宜市,211
茂名,211
德庆县,212
封开县,212
高要市,212
广宁县,212
怀集县,212
四会市,212
肇庆,212
博罗县,213
惠东县,213
龙门县,213
惠州,213
大埔县,214
丰顺县,214
蕉岭县,214
梅县,214
平远县,214
五华县,214
兴宁市,214
梅州,214
海丰县,215
陆丰市,215
陆河县,215
汕尾,215
东源县,216
和平县,216
龙川县,216
连平县,216
紫金县,216
河源,216
阳春市,217
阳西县,217
阳东县,217
阳江,217
佛冈县,218
连州市,218
连山壮族瑶族自治县,218
连南瑶族自治县,218
清新县,218
英德市,218
阳山县,218
清远,218
东莞,219
中山,220
潮安县,221
饶平县,221
潮州,221
惠来县,222
揭东县,222
揭西县,222
普宁市,222
揭阳,222
罗定市,223
新兴县,223
云安县,223
郁南县,223
云浮,223
宾阳县,224
横县,224
隆安县,224
马山县,224
上林县,224
武鸣县,224
南宁,224
柳江县,225
柳城县,225
鹿寨县,225
融安县,225
融水苗族自治县,225
三江侗族自治县,225
柳州,225
灌阳县,226
恭城瑶族自治县,226
临桂县,226
灵川县,226
荔浦县,226
龙胜各族自治县,226
平乐县,226
全州县,226
兴安县,226
阳朔县,226
永福县,226
资源县,226
桂林,226
苍梧县,227
岑溪市,227
蒙山县,227
藤县,227
梧州,227
合浦县,228
北海,228
东兴市,229
上思县,229
防城港,229
灵山县,230
浦北县,230
钦州,230
桂平市,231
平南县,231
贵港,231
北流市,232
博白县,232
陆川县,232
容县,232
兴业县,232
玉林,232
德保县,233
靖西县,233
凌云县,233
乐业县,233
隆林各族自治县,233
那坡县,233
平果县,233
田阳县,233
田东县,233
田林县,233
西林县,233
百色,233
富川瑶族自治县,234
昭平县,234
钟山县,234
贺州,234
巴马瑶族自治县,235
东兰县,235
大化瑶族自治县,235
都安瑶族自治县,235
凤山县,235
环江毛南族自治县,235
罗城仫佬族自治县,235
南丹县,235
天峨县,235
宜州市,235
河池,235
富顺县,238
荣县,238
自贡,238
米易县,239
盐边县,239
攀枝花,239
古蔺县,240
合江县,240
泸县,240
叙永县,240
泸州,240
广汉市,241
罗江县,241
绵竹市,241
什邡市,241
中江县,241
德阳,241
安县,242
北川羌族自治县,242
江油市,242
平武县,242
三台县,242
盐亭县,242
梓潼县,242
绵阳,242
苍溪县,243
剑阁县,243
青川县,243
旺苍县,243
广元,243
大英县,244
蓬溪县,244
射洪县,244
遂宁,244
隆昌县,245
威远县,245
资中县,245
内江,245
峨眉山市,246
峨边彝族自治县,246
犍为县,246
井研县,246
夹江县,246
沐川县,246
马边彝族自治县,246
乐山,246
阆中市,247
南部县,247
蓬安县,247
西充县,247
营山县,247
仪陇县,247
南充,247
丹棱县,248
洪雅县,248
彭山县,248
青神县,248
仁寿县,248
眉山,248
长宁县,249
高县,249
珙县,249
江安县,249
筠连县,249
南溪县,249
屏山县,249
兴文县,249
宜宾县,249
宜宾,249
华蓥市,250
邻水县,250
武胜县,250
岳池县,250
广安,250
达县,251
大竹县,251
开江县,251
渠县,251
万源市,251
宣汉县,251
达州,251
宝兴县,252
汉源县,252
芦山县,252
名山县,252
石棉县,252
天全县,252
荥经县,252
雅安,252
南江县,253
平昌县,253
通江县,253
巴中,253
安岳县,254
简阳市,254
乐至县,254
资阳,254
阿坝县,255
黑水县,255
红原县,255
九寨沟县,255
金川县,255
理县,255
马尔康县,255
茂县,255
壤塘县,255
若尔盖县,255
松潘县,255
汶川县,255
小金县,255
阿坝,255
白玉县,256
巴塘县,256
丹巴县,256
道孚县,256
德格县,256
稻城县,256
得荣县,256
甘孜县,256
九龙县,256
康定县,256
泸定县,256
炉霍县,256
理塘县,256
石渠县,256
色达县,256
新龙县,256
乡城县,256
雅江县,256
甘孜州,256
布拖县,257
德昌县,257
甘洛县,257
会理县,257
会东县,257
金阳县,257
雷波县,257
冕宁县,257
美姑县,257
木里藏族自治县,257
宁南县,257
普格县,257
西昌市,257
喜德县,257
盐源县,257
越西县,257
昭觉县,257
凉山,257
开阳县,258
清镇市,258
修文县,258
息烽县,258
贵阳,258
盘县,259
六盘水,259
赤水市,260
道真仡佬族苗族自治县,260
凤冈县,260
湄潭县,260
仁怀市,260
绥阳县,260
桐梓县,260
务川仡佬族苗族自治县,260
习水县,260
余庆县,260
遵义县,260
正安县,260
遵义,260
关岭布依族苗族自治县,261
普定县,261
平坝县,261
镇宁布依族苗族自治县,261
紫云苗族布依族自治县,261
安顺,261
德江县,262
江口县,262
石阡县,262
思南县,262
松桃苗族自治县,262
铜仁市,262
玉屏侗族自治县,262
印江土家族苗族自治县,262
沿河土家族自治县,262
铜仁地区,262
安龙县,263
册亨县,263
普安县,263
晴隆县,263
望谟县,263
兴义市,263
兴仁县,263
贞丰县,263
黔西南,263
毕节市,264
大方县,264
赫章县,264
金沙县,264
纳雍县,264
黔西县,264
威宁彝族回族苗族自治县,264
织金县,264
毕节地区,264
岑巩县,265
从江县,265
丹寨县,265
黄平县,265
锦屏县,265
剑河县,265
凯里市,265
黎平县,265
雷山县,265
麻江县,265
榕江县,265
施秉县,265
三穗县,265
天柱县,265
台江县,265
镇远县,265
黔东南,265
长顺县,266
都匀市,266
独山县,266
福泉市,266
贵定县,266
惠水县,266
荔波县,266
罗甸县,266
龙里县,266
平塘县,266
三都水族自治县,266
瓮安县,266
黔南,266
安宁市,267
呈贡县,267
富民县,267
晋宁县,267
禄劝彝族苗族自治县,267
嵩明县,267
石林彝族自治县,267
寻甸回族彝族自治县,267
宜良县,267
昆明,267
富源县,268
会泽县,268
罗平县,268
陆良县,268
马龙县,268
师宗县,268
宣威市,268
沾益县,268
曲靖,268
澄江县,269
峨山彝族自治县,269
